X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,log_price,log_quantity,true_theta_x,elasticity_est,elasticity_ci_lower,elasticity_ci_upper,price_optimized,quantity_est_opt,profit_baseline,profit_optimized
0.4967141530112327,-0.1382643011711846,0.6476885381006925,1.5230298564080254,-0.2341533747233359,-0.2341369569491805,1.5792128155073917,0.7674347291529088,-0.4694743859349521,0.5425600435859647,-0.5707446673479446,3.59441314631694,-0.9339555722504292,-0.9399459740337688,-1.050674195561751,-0.8292177525057868,0.6498665537428484,31.914155397793213,10.28330080438138,11.722526293954733
-0.4634176928124622,-0.4657297535702568,0.2419622715660341,-1.913280244657798,-1.7249178325130328,-0.5622875292409727,-1.0128311203344238,0.3142473325952739,-0.9080240755212108,-1.4123037013352917,-1.2734928507034144,-1.0223622719449394,-0.9736884132214928,-0.8879500600213349,-1.0763686646499155,-0.6995314553927545,0.32182474436330955,0.317763277441774,0.0503376333742287,0.057800672863177624
1.465648768921554,-0.2257763004865356,0.0675282046879238,-1.4247481862134568,-0.5443827245251827,0.110922589709866,-1.1509935774223028,0.3756980183456719,-0.600638689918805,-0.2916937497932768,0.6683874701967393,-1.440593418319687,-0.7390755893235923,-0.6799173886842348,-0.8693789631857526,-0.490455814182717,2.243746237817231,0.21532251985817696,0.23099640561655585,0.2730724375746272
-0.6017066122293969,1.8522781845089376,-0.0134972247379339,-1.0577109289559004,0.822544912103189,-1.2208436499710222,0.2088635950047554,-1.959670123879776,-1.3281860488984305,0.1968612358691235,1.1212133421189794,-0.1702471090824582,-1.6928173496476668,-1.5050193973413146,-1.6218444370911023,-1.388194357591527,3.5288559660724297,0.6834585946661607,1.2941046324088827,1.3632049003227766
0.7384665799954104,0.1713682811899705,-0.1156482823882405,-0.3011036955892888,-1.4785219903674274,-0.7198442083947086,-0.4606387709597875,1.0571222262189155,0.3436182895684614,-1.763040155362734,0.2762090238792468,1.7805184282016242,-1.04352675429486,-1.0363531912976451,-1.185959971563372,-0.8867464110319186,1.5158356865790212,5.132946764328577,3.910167732915114,4.397775378968963
0.324083969394795,-0.3850822804163165,-0.6769220003059587,0.6116762888408679,1.030999522495951,0.9312801191161986,-0.8392175232226385,-0.3092123758512146,0.3312634314035639,0.9755451271223592,0.3280633674451099,1.4522751531664333,-0.8521881310666342,-0.798577565486312,-0.901854367517125,-0.695300763455499,1.5965119826995164,3.821594150848542,2.9659320685100963,3.4485053359780014
-0.4791742378452899,-0.1856589766638171,-1.1063349740060282,-1.1962066240806708,0.812525822394198,1.356240028570823,-0.0720101215803338,1.0035328978920242,0.3616360250476341,-0.6451197546051243,-1.012614236141634,2.224250393400615,-1.1022648872959782,-1.0996738110022537,-1.2438291770295633,-0.9555184449749443,0.41775441410811676,7.929325847664961,1.6794879859560825,1.8722754305902969
0.3613956055084139,1.5380365664659692,-0.0358260391099515,1.5646436558140062,-2.6197451040897444,0.8219025043752238,0.0870470682381712,-0.2990073504658674,0.0917607765355023,-1.9875689146008928,0.8132635036095776,3.356003636841214,-1.4843923416580225,-1.404046701266674,-1.5176355196893472,-1.2904578828440008,2.5935379045848173,23.565290204138755,32.334021072444294,34.54459200642841
-0.2196718878375119,0.3571125715117464,1.477894044741516,-0.5182702182736474,-0.8084936028931876,-0.5017570435845365,0.915402117702074,0.3287511096596844,-0.5297602037670388,0.5132674331133561,-1.0862624386108244,2.238501785233104,-1.3150926410560917,-1.3106276162303978,-1.415047331690675,-1.2062079007701212,0.3880934422500368,7.809471170752087,1.5826365614407958,1.7130520532212101
0.0970775493480403,0.9686449905328892,-0.7020530938773524,-0.3276621465977682,-0.3921081531321576,-1.4635149481321186,0.296120277064576,0.2610552721798893,0.0051134566424608,-0.2345871333751469,0.2662453804695127,1.507009798854386,-1.4546538408615537,-1.464795761135341,-1.554739845244141,-1.3748516770265413,1.500807432737643,3.67772024430257,2.9449975899908742,3.119735813527345
